source_row_id,Title,IMDb Rating,Year,Certificates,Director,Star Cast,MetaScore,Duration (minutes),Poster-src,Genres
3121,Kes,7.9,1969,PG-13,Ken Loach,David Bradley,57.1,111.0,"https://m.media-amazon.com/images/M/MV5BNGMxNzM3ODktOWQwOC00NWU5LTgwYjctOWM2OTFmNGUxN2Y0XkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_QL75_UX190_CR0,4,190,281_.jpg","Drama, Family, Family"
3122,The Black Stallion,7.4,1979,G,Carroll Ballard,Kelly Reno,84.0,118.0,"https://m.media-amazon.com/images/M/MV5BMzgzOTgwOTEzM15BMl5BanBnXkFtZTcwMzI2MTcyNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg","Adventure, Family, Sport"
3123,Journey to Bethlehem,6.4,2023,PG,Adam Anders,Fiona Palomo,57.1,99.0,"https://m.media-amazon.com/images/M/MV5BZTI0NzZhOTItYzQ0Zi00MTIwLWFmZDMtNWVkZTFjNDBhZmQ2XkEyXkFqcGdeQXVyMTkxNTgwMDg@._V1_QL75_UX190_CR0,0,190,281_.jpg","Adventure, Family, Musical"
3124,Snow Dogs,5.2,2002,PG,Brian Levant,"Cuba Gooding,Jr.",29.0,99.0,"https://m.media-amazon.com/images/M/MV5BZDhkYmUwZDAtNzBhZi00ODM4LWI3NWMtODcwM2U5OGZhNWM0XkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Adventure, Comedy, Family"
3125,Mummies,5.9,2023,PG,Juan Jesús García Galocha,Óscar Barberán,57.1,88.0,"https://m.media-amazon.com/images/M/MV5BZWU0ZjJiOGItZDUwNy00MDE1LTk2ZjEtY2YwMzQxZGJjYjFjXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UY281_CR1,0,190,281_.jpg","Animation, Adventure, Comedy"
3126,Condorman,5.7,1981,PG,Charles Jarrott,Michael Crawford,46.0,90.0,"https://m.media-amazon.com/images/M/MV5BNTY5ZDg5ZGEtM2FmZS00MjMyLWJhMDAtNjBmMmZlOWU2ZWU0XkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_QL75_UX190_CR0,5,190,281_.jpg","Action, Adventure, Comedy"
3127,The Love Bug,6.5,1969,G,Robert Stevenson,Dean Jones,48.0,108.0,"https://m.media-amazon.com/images/M/MV5BNDc3NTAwYmEtODg2YS00Y2IyLWFlOGYtMjUyMDQ5NzU2MDYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,5,190,281_.jpg","Comedy, Family, Sport"
3128,The Curse of Bridge Hollow,5.6,2022,TV-14,Jeff Wadlow,Marlon Wayans,38.0,89.0,"https://m.media-amazon.com/images/M/MV5BMjUzMzMxODYtNjc1OS00NDNiLWIzMzMtNTBhMjE5NDllNzY0XkEyXkFqcGdeQXVyMzE5ODc1OA@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Adventure, Comedy, Family"
3129,Troop Zero,6.9,2019,PG,Bertie Ellwood,Mckenna Grace,58.0,94.0,"https://m.media-amazon.com/images/M/MV5BNDE0NjA0NGYtOGE2Yi00MTY4LTg4OTMtMzAyZmFiNjRhODcxXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg","Comedy, Drama, Family"
3130,Artemis Fowl,4.3,2020,PG,Kenneth Branagh,Ferdia Shaw,31.0,95.0,"https://m.media-amazon.com/images/M/MV5BYWFmYjBiYzItYjBlOS00NThkLTljMWEtYzQ4NTdlNDlmMjg0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX190_CR0,0,190,281_.jpg","Adventure, Family, Fantasy"
3131,Autumn and the Black Jaguar,5.6,2024,PG,Gilles de Maistre,"Emily Bett,Rickards",57.1,100.0,"https://m.media-amazon.com/images/M/MV5BMDQyYWJhMGMtMzgwMy00OTk1LWI2NDgtMjk0M2RlNTEzNWY1XkEyXkFqcGdeQXVyMDA5MDg4Nw@@._V1_QL75_UY281_CR8,0,190,281_.jpg","Adventure, Comedy, Family"
3132,Our Town,6.5,1940,Approved,Sam Wood,William Holden,57.1,90.0,"https://m.media-amazon.com/images/M/MV5BMTgxMWIwN2QtY2FkMi00YmM1LTg4NGEtMTQ4YTQwOTA2NWNkXkEyXkFqcGdeQXVyMTYzMTY1MjQ@._V1_QL75_UY281_CR4,0,190,281_.jpg","Drama, Family, Romance"
3133,A Christmas Carol,6.8,2009,PG,Robert Zemeckis,Jim Carrey,55.0,96.0,"https://m.media-amazon.com/images/M/MV5BMTM1MTI5ODU4MV5BMl5BanBnXkFtZTcwNTYyNTU4Mg@@._V1_QL75_UY281_CR0,0,190,281_.jpg","Animation, Adventure, Comedy"
3134,The Peanuts Movie,7.0,2015,G,Steve Martino,Noah Schnapp,67.0,88.0,"https://m.media-amazon.com/images/M/MV5BNTE5NzMxNzkwNl5BMl5BanBnXkFtZTgwOTQ0Nzk5NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Animation, Adventure, Comedy"
3135,Mary and the Witch's Flower,6.8,2017,PG,Hiromasa Yonebayashi,Hana Sugisaki,74.0,103.0,"https://m.media-amazon.com/images/M/MV5BNDVkYmFiNmQtMjc3Ni00YTY5LTk0NTAtZDc4YjZiZjU2YjNlXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_QL75_UY281_CR1,0,190,281_.jpg","Animation, Adventure, Family"
3136,Zoey 102,4.9,2023,TV-14,Nancy Hower,"Jamie Lynn,Spears",57.1,101.0,"https://m.media-amazon.com/images/M/MV5BY2M5NjE5OWUtODI2OC00YjU3LTljYjctNThkMzNjYjRmZDNmXkEyXkFqcGdeQXVyNjMxNTUzNDQ@._V1_QL75_UY281_CR18,0,190,281_.jpg","Comedy, Drama, Family"
3137,Luv Ki Arrange Marriage,4.7,2024,PG,Ishrat R. Khan,Ravi Chauhan,57.1,100.0,"https://m.media-amazon.com/images/M/MV5BMGYyOTNiYjEtMGE1OC00Y2IzLWFhNDctNjIzMzI2MmU4N2U2XkEyXkFqcGc@._V1_QL75_UY281_CR18,0,190,281_.jpg","Comedy, Family, Family"
3138,The Spy Next Door,5.4,2010,PG,Brian Levant,Jackie Chan,27.0,94.0,"https://m.media-amazon.com/images/M/MV5BMTI5MjEzMjM4N15BMl5BanBnXkFtZTcwODc0ODEwMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Action, Comedy, Family"
3139,Teenage Mutant Ninja Turtles III,4.8,1993,PG,Stuart Gillard,Elias Koteas,40.0,96.0,"https://m.media-amazon.com/images/M/MV5BN2Q4MTY5YTgtNTNkMC00NjBiLThiZTEtNGQ4ODI0NTdmYTA3XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg","Action, Adventure, Comedy"
3140,Eight Below,7.3,2006,PG,Frank Marshall,Paul Walker,64.0,120.0,"https://m.media-amazon.com/images/M/MV5BMjExMjAwNzE0N15BMl5BanBnXkFtZTYwMDY4NDk2._V1_QL75_UX190_CR0,0,190,281_.jpg","Adventure, Drama, Family"
3141,Smallfoot,6.6,2018,PG,Karey Kirkpatrick,Channing Tatum,60.0,96.0,"https://m.media-amazon.com/images/M/MV5BNzBkZjdjZjQtODE5MS00YTEyLWE3M2YtZDEyNzc1NmUyMWY0XkEyXkFqcGdeQXVyMTA1NjE5MTAz._V1_QL75_UX190_CR0,2,190,281_.jpg","Animation, Adventure, Comedy"
3142,The Greatest Show on Earth,6.5,1952,Approved,Cecil B. DeMille,James Stewart,76.0,152.0,"https://m.media-amazon.com/images/M/MV5BMzg5MWIyMjItYWMyYS00YTFjLWFlZGMtZTJkNzgyY2VmY2U2XkEyXkFqcGdeQXVyNzE2NDk3NTY@._V1_QL75_UX190_CR0,0,190,281_.jpg","Drama, Family, Romance"
3143,Finding 'Ohana,6.1,2021,PG,Jude Weng,Kea Peahu,69.0,123.0,"https://m.media-amazon.com/images/M/MV5BZjk2NDhmNDgtNzQ2ZS00YzU1LTljNjgtY2ZjM2M3OTVlNTljXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,28,190,281_.jpg","Action, Adventure, Comedy"
3144,Akeelah and the Bee,7.4,2006,PG,Doug Atchison,Angela Bassett,72.0,112.0,"https://m.media-amazon.com/images/M/MV5BMTUzMDIwNjIzM15BMl5BanBnXkFtZTcwNTczODQzMQ@@._V1_QL75_UX190_CR0,1,190,281_.jpg","Drama, Family, Family"
3145,The Many Adventures of Winnie the Pooh,7.5,1977,G,John Lounsbery,Sebastian Cabot,57.1,74.0,"https://m.media-amazon.com/images/M/MV5BMjViYmUyZTUtNTkwNC00ODNiLWIyYmEtYjM3ZjE2NGNiZDNmXkEyXkFqcGdeQXVyNDUzNzgxODE@._V1_QL75_UX190_CR0,3,190,281_.jpg","Animation, Comedy, Family"
3146,Zoom,4.4,2006,PG,Peter Hewitt,Tim Allen,26.0,83.0,"https://m.media-amazon.com/images/M/MV5BMTM0NjczMzUyM15BMl5BanBnXkFtZTcwMDEwMjQzMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Action, Adventure, Comedy"
3147,Old Yeller,7.2,1957,Approved,Robert Stevenson,"Dorothy Mc,Guire",84.0,83.0,"https://m.media-amazon.com/images/M/MV5BNTkzNzBkMWEtZjE3Yy00NDMxLWFhM2ItYWRiYThjNDhkOGY2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTYzMTY1MjQ@._V1_QL75_UX190_CR0,4,190,281_.jpg","Adventure, Drama, Family"
3148,The Adventures of Milo and Otis,6.9,1986,G,Masanori Hata,Kyôko Koizumi,72.0,76.0,"https://m.media-amazon.com/images/M/MV5BZGRjZGEwZTctMmRmYy00YmI1LTgwOGItZmE5ZmNjYmRhOWI4XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX190_CR0,4,190,281_.jpg","Adventure, Drama, Family"
3149,Quest for Camelot,6.2,1998,G,Frederik Du Chau,Jessalyn Gilsig,50.0,86.0,"https://m.media-amazon.com/images/M/MV5BMDVlNjUxM2EtNzQ4Yy00ZmI4LThhNDQtYTY0ZTY2YTUyM2JkXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UX190_CR0,0,190,281_.jpg","Animation, Adventure, Comedy"
3150,The Wolf and the Lion,6.2,2021,PG,Gilles de Maistre,Molly Kunz,36.0,99.0,"https://m.media-amazon.com/images/M/MV5BNTdjZWFkODEtZGZkZi00NDA1LThlN2UtNGUyN2Y0YTk3ZWM2XkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UY281_CR1,0,190,281_.jpg","Adventure, Drama, Family"
3151,Tall Girl 2,4.7,2022,TV-PG,Emily Ting,Ava Michelle,35.0,97.0,"https://m.media-amazon.com/images/M/MV5BMjUwM2JiOWMtNDUyZi00Yjg1LThkMzQtYTM1NWE2YzIwOTNmXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_QL75_UY281_CR18,0,190,281_.jpg","Comedy, Drama, Family"
3152,Sherlock Gnomes,5.2,2018,PG,John Stevenson,Johnny Depp,36.0,86.0,"https://m.media-amazon.com/images/M/MV5BMTc2NjUzODMxMF5BMl5BanBnXkFtZTgwMzMwMDIzNDM@._V1_QL75_UX190_CR0,0,190,281_.jpg","Animation, Adventure, Comedy"
3153,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.2,2014,PG,Miguel Arteta,Steve Carell,54.0,81.0,"https://m.media-amazon.com/images/M/MV5BOTgxMDMxMTY5OV5BMl5BanBnXkFtZTgwMjY1NzYzMjE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Comedy, Drama, Family"
3154,Red Shoes and the Seven Dwarfs,6.4,2019,PG,Hong Sung-ho,"Chloë Grace,Moretz",57.1,92.0,"https://m.media-amazon.com/images/M/MV5BMTcyZGRmNTUtM2Q5ZC00NzYzLTk1MjktNDYyYTUzNDBhMTkwXkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_QL75_UY281_CR0,0,190,281_.jpg","Animation, Action, Adventure"
3155,Wolf Children,8.1,2012,PG,Mamoru Hosoda,Aoi Miyazaki,71.0,117.0,"https://m.media-amazon.com/images/M/MV5BYjJjNzEyYmEtMzc2ZC00NGQ2LTk3NzktZGMwZjVmMjc3OGZjXkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_QL75_UX190_CR0,6,190,281_.jpg","Animation, Drama, Family"
3156,Monster Trucks,5.7,2016,PG,Chris Wedge,Lucas Till,41.0,104.0,"https://m.media-amazon.com/images/M/MV5BMTEyMjAzMDk4ODZeQTJeQWpwZ15BbWU4MDUxNzMzMDEy._V1_QL75_UX190_CR0,8,190,281_.jpg","Action, Adventure, Comedy"
3157,The Prince and Me,5.9,2004,PG,Martha Coolidge,Julia Stiles,47.0,111.0,"https://m.media-amazon.com/images/M/MV5BYTllMGQzZGQtNzZmMy00ZjA2LWExNzMtYjViNGU4YzRmNGE2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg","Comedy, Family, Romance"
3158,Ernest Scared Stupid,5.8,1991,PG,John R. Cherry III,Jim Varney,38.0,91.0,"https://m.media-amazon.com/images/M/MV5BZDA4MzIxY2EtYzQxMy00MmJkLWI1ODktNzFjMDM0Yzg4YjhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg","Comedy, Family, Fantasy"
3159,Abominable,7.0,2019,PG,Jill Culton,Chloe Bennet,61.0,97.0,"https://m.media-amazon.com/images/M/MV5BNGNjNjY1NjYtNmYxNC00OGYxLWFiMDgtZTdjN2EzYTdkYzU3XkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_QL75_UX190_CR0,2,190,281_.jpg","Animation, Adventure, Comedy"
3160,The Loud House Movie,6.1,2021,TV-Y7,Dave Needham,Asher Bishop,57.1,83.0,"https://m.media-amazon.com/images/M/MV5BOTg4MTlhMDItNDM1YS00YTM4LWExMmItYTlkMWZhZGRkYWNmXkEyXkFqcGdeQXVyMTM0MTUyMjk1._V1_QL75_UX190_CR0,0,190,281_.jpg","Animation, Adventure, Comedy"
3161,An Unfinished Life,7.0,2005,PG-13,Lasse Hallström,Jennifer Lopez,49.0,108.0,"https://m.media-amazon.com/images/M/MV5BNzEwOGFjZWUtMjgxNy00N2NhLTg2NGYtNmEyMzVlYmEzN2UwXkEyXkFqcGdeQXVyMTI1Mzg0ODA5._V1_QL75_UY281_CR4,0,190,281_.jpg","Drama, Family, Romance"
3162,Where Is the Friend's House?,8.1,1987,Not Rated,Abbas Kiarostami,"Babek Ahmed,Poor",57.1,83.0,"https://m.media-amazon.com/images/M/MV5BZDRhMGY4MzYtMTU3Mi00ZmE1LTg2ZjgtZTg3YzFmNjY0MGM0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR1,0,190,281_.jpg","Drama, Family, Family"
3164,Heaven Is for Real,5.8,2014,PG,Randall Wallace,Greg Kinnear,47.0,99.0,"https://m.media-amazon.com/images/M/MV5BNjc3MzYzMTUzNF5BMl5BanBnXkFtZTgwNTYzNzI2MDE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Biography, Drama, Family"
3165,Tom and Huck,5.5,1995,PG,Peter Hewitt,"Jonathan Taylor,Thomas",57.1,97.0,"https://m.media-amazon.com/images/M/MV5BN2ZkZTMxOTAtMzg1Mi00M2U0LWE2NWItZDg4YmQyZjVkMDdhXkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_QL75_UY281_CR1,0,190,281_.jpg","Adventure, Comedy, Drama"
3166,Star Wars: The Clone Wars,5.9,2008,PG,Dave Filoni,Matt Lanter,35.0,98.0,"https://m.media-amazon.com/images/M/MV5BYTJiYTMyMGEtNjE0Zi00MzczLWI3ZWYtMmFkMDk0NWVjZGYzXkEyXkFqcGdeQXVyMTEyNzgwMDUw._V1_QL75_UY281_CR1,0,190,281_.jpg","Animation, Action, Adventure"
3167,The Nutcracker and the Four Realms,5.6,2018,PG,Lasse Hallström,Mackenzie Foy,39.0,99.0,"https://m.media-amazon.com/images/M/MV5BOTg1NDI1MjEyMl5BMl5BanBnXkFtZTgwOTA5MTgwNjM@._V1_QL75_UX190_CR0,0,190,281_.jpg","Adventure, Family, Fantasy"
3168,Mighty Joe Young,5.7,1998,PG,Ron Underwood,Bill Paxton,51.0,114.0,"https://m.media-amazon.com/images/M/MV5BN2NjODU2MjktMzU5YS00MGIxLWE5ZWYtZGVjN2JmNGNmZDY0XkEyXkFqcGdeQXVyNzMwNTgzMzU@._V1_QL75_UX190_CR0,0,190,281_.jpg","Action, Adventure, Family"
3169,Something from Tiffany's,6.2,2022,PG,Daryl Wein,Zoey Deutch,46.0,87.0,"https://m.media-amazon.com/images/M/MV5BZWU0MjkyM2ItOGRiOC00ZGIzLWIyZTQtZWE0ZTk3ZWJhMTVhXkEyXkFqcGdeQXVyMTQzNTA5MzYz._V1_QL75_UX190_CR0,0,190,281_.jpg","Comedy, Family, Romance"
3170,Author! Author!,6.2,1982,PG,Arthur Hiller,Al Pacino,42.0,110.0,"https://m.media-amazon.com/images/M/MV5BNWFmOTRjYTctMTFjYy00YTcxLWJhZWYtM2JhMTZmZjI3MWYyXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UX190_CR0,7,190,281_.jpg","Comedy, Drama, Family"
3171,My Girl 2,5.3,1994,PG,Howard Zieff,Dan Aykroyd,57.1,99.0,"https://m.media-amazon.com/images/M/MV5BMDk3ZTBjZGQtNTVkMi00ZDg5LTkxNzQtZjgyMzI0YjVjMWU2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR0,0,190,281_.jpg","Comedy, Drama, Family"
3172,Wild America,6.4,1997,PG,William Dear,"Jonathan Taylor,Thomas",57.1,106.0,"https://m.media-amazon.com/images/M/MV5BYmI0YjFiMDAtZTJiZC00NDQxLTkxNzEtZGNlNDUzZDA1MDM0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UY281_CR0,0,190,281_.jpg","Action, Adventure, Comedy"
3173,Jimmy Neutron: Boy Genius,6.1,2001,G,John A. Davis,Debi Derryberry,65.0,82.0,"https://m.media-amazon.com/images/M/MV5BMzczYzM4MmMtMTEyYi00ZGRmLWE2OTMtZmNhYTdiYjQ4NDUxXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX190_CR0,1,190,281_.jpg","Animation, Action, Adventure"
3174,Diary of a Wimpy Kid: The Long Haul,4.3,2017,PG,David Bowers,Jason Drucker,39.0,91.0,"https://m.media-amazon.com/images/M/MV5BMTUwMjc3NjExMl5BMl5BanBnXkFtZTgwMzIwNDU1MTI@._V1_QL75_UX190_CR0,0,190,281_.jpg","Adventure, Comedy, Family"
3175,Kangaroo Jack,4.5,2003,PG,David McNally,Anthony Anderson,16.0,89.0,"https://m.media-amazon.com/images/M/MV5BMTk1Njg5MjAyOV5BMl5BanBnXkFtZTYwNDAxMDg5._V1_QL75_UX190_CR0,0,190,281_.jpg","Action, Adventure, Comedy"
3176,"I Love You, Beth Cooper",5.3,2009,PG-13,Chris Columbus,Hayden Panettiere,32.0,102.0,"https://m.media-amazon.com/images/M/MV5BMTgyNTc2NDM3NF5BMl5BanBnXkFtZTcwNjU3Mzg0Mg@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Adventure, Comedy, Family"
3177,Are We There Yet?,4.8,2005,PG,Brian Levant,Ice Cube,27.0,95.0,"https://m.media-amazon.com/images/M/MV5BZWYwZGI3MTgtMTNiZS00ZWYyLThmYjAtMjkwZTU4M2IxNjI5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,5,190,281_.jpg","Adventure, Comedy, Family"
3178,The Transformers: The Movie,7.2,1986,PG,Nelson Shin,Orson Welles,43.0,84.0,"https://m.media-amazon.com/images/M/MV5BZGM1MGY4OTYtOGZkOC00NjYyLTk3OTMtODUyZDdhYWQ3NGFjXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_QL75_UX190_CR0,4,190,281_.jpg","Animation, Action, Adventure"
3179,A Summer Tale,7.3,2000,PG,Ulf Malmros,Kjell Bergqvist,57.1,100.0,"https://m.media-amazon.com/images/M/MV5BMjk4MDJkMWItNjM4MC00NDZiLTlkZWUtODk2MTgwODJmMWMyXkEyXkFqcGdeQXVyMjY0NjEwMDM@._V1_QL75_UX190_CR0,24,190,281_.jpg","Comedy, Drama, Family"
3180,Curly Sue,5.9,1991,PG,John Hughes,Jim Belushi,57.1,101.0,"https://m.media-amazon.com/images/M/MV5BNmU0ZGRmYzItMmI5OS00OTc0LWEzNmItNzMwZmRmM2JiMDQxXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,1,190,281_.jpg","Comedy, Drama, Family"
3181,Little Big League,6.2,1994,PG,Andrew Scheinman,Luke Edwards,57.0,119.0,"https://m.media-amazon.com/images/M/MV5BNTEwZjYyMTEtNzk2NS00MDdhLWE0MzYtMzMyMzBlZGQ2ZTBjXkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_QL75_UX190_CR0,0,190,281_.jpg","Comedy, Family, Sport"
3182,Pollyanna,7.4,1960,G,David Swift,Jane Wyman,66.0,134.0,"https://m.media-amazon.com/images/M/MV5BOTdiMDQ5NTEtM2FjNS00YTFkLWExZTAtYjk5Mjc0YTMzYWM1XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX190_CR0,4,190,281_.jpg","Comedy, Drama, Family"
3183,The Baby-Sitters Club,5.7,1995,PG,Melanie Mayron,Schuyler Fisk,48.0,94.0,"https://m.media-amazon.com/images/M/MV5BNWY3MmIxYTItY2RhMy00ZGRkLTkwMTEtZGE0OTcxMjgxN2U3XkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_QL75_UX190_CR0,1,190,281_.jpg","Comedy, Drama, Family"
3184,TMNT,6.2,2007,PG,Kevin Munroe,Patrick Stewart,41.0,87.0,"https://m.media-amazon.com/images/M/MV5BMjE1MzcwNTE5OV5BMl5BanBnXkFtZTcwMTIxNzQ0MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Animation, Action, Adventure"
3185,Happy Feet Two,5.8,2011,PG,George Miller,Elijah Wood,50.0,100.0,"https://m.media-amazon.com/images/M/MV5BNDdjZjUyMGYtM2FmOS00YjE1LTljMzQtNjgwYThlYzliNjQ5XkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_QL75_UX190_CR0,0,190,281_.jpg","Animation, Adventure, Comedy"
3186,Aliens in the Attic,5.4,2009,PG,John Schultz,Ashley Tisdale,42.0,86.0,"https://m.media-amazon.com/images/M/MV5BMTk3NTMzNTIxNV5BMl5BanBnXkFtZTcwOTI4ODU1Mg@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Adventure, Comedy, Family"
3187,Where Hope Grows,6.6,2014,PG-13,Chris Dowling,Kristoffer Polaha,41.0,95.0,"https://m.media-amazon.com/images/M/MV5BMTY1MjUxOTU0OF5BMl5BanBnXkFtZTgwMDYxNTQ0NDE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Drama, Family, Family"
3188,Meet Me in St. Louis,7.5,1944,Approved,Vincente Minnelli,Judy Garland,94.0,113.0,"https://m.media-amazon.com/images/M/MV5BMzkwNzE4MjEtZDcxNi00YmE5LWFmZmQtZGY1N2I2MDBkMmEzXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UX190_CR0,7,190,281_.jpg","Comedy, Drama, Family"
3189,Secret Headquarters,5.2,2022,PG,Henry Joost,Owen Wilson,47.0,104.0,"https://m.media-amazon.com/images/M/MV5BM2MxZmU0ZmYtZDNiNi00MTA3LThhNDQtNzI1YjYwYzhjZDExXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX190_CR0,0,190,281_.jpg","Action, Adventure, Comedy"
3190,The Big Green,5.5,1995,PG,Holly Goldberg Sloan,Steve Guttenberg,57.1,100.0,"https://m.media-amazon.com/images/M/MV5BNzQ1YWNmY2MtNDE0Mi00NzhkLWEwOWQtZDFiMjEwN2I3NWI4XkEyXkFqcGdeQXVyMTEwNDU1MzEy._V1_QL75_UX190_CR0,1,190,281_.jpg","Comedy, Family, Sport"
3191,The Mark of Zorro,7.5,1940,Approved,Rouben Mamoulian,Tyrone Power,57.1,94.0,"https://m.media-amazon.com/images/M/MV5BMTU2ODc0NzUyMl5BMl5BanBnXkFtZTgwODQ3NTA1MjE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Action, Adventure, Family"
3192,Paul Blart: Mall Cop 2,4.4,2015,PG,Andy Fickman,Kevin James,13.0,94.0,"https://m.media-amazon.com/images/M/MV5BMTkwMjkxNDQ1MV5BMl5BanBnXkFtZTgwNDQwODIxNTE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Action, Comedy, Crime"
3193,Under the Boardwalk,5.9,2023,PG,David Soren,Keke Palmer,57.1,83.0,"https://m.media-amazon.com/images/M/MV5BODc3NjBkODktZWYwMy00MTVlLTkzYjItMGJjY2JmNzFkZmIwXkEyXkFqcGdeQXVyMTY0MTYwMDgy._V1_QL75_UX190_CR0,0,190,281_.jpg","Animation, Adventure, Comedy"
3194,The Indian in the Cupboard,6.0,1995,PG,Frank Oz,Hal Scardino,58.0,96.0,"https://m.media-amazon.com/images/M/MV5BZWZlYmZiZGMtN2YyZC00MTdjLTllNjUtYWNhZDMwNDhhOTM1XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_QL75_UX190_CR0,0,190,281_.jpg","Drama, Family, Fantasy"
3195,My Little Pony: The Movie,6.1,2017,PG,Jayson Thiessen,Emily Blunt,39.0,99.0,"https://m.media-amazon.com/images/M/MV5BMmMxNWNhNjItZjhmMC00ZmViLThlYjItZDk5YTQ1MWZkOGM1XkEyXkFqcGdeQXVyNzY2ODYzOTU@._V1_QL75_UX190_CR0,4,190,281_.jpg","Animation, Adventure, Comedy"
3196,Frankenweenie,6.9,2012,PG,Tim Burton,Winona Ryder,74.0,87.0,"https://m.media-amazon.com/images/M/MV5BMjIxODY3MjEwNV5BMl5BanBnXkFtZTcwOTMzNjc4Nw@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Animation, Comedy, Drama"
3197,Song of the South,6.9,1946,Approved,Harve Foster,Ruth Warrick,54.0,94.0,"https://m.media-amazon.com/images/M/MV5BMjU3ZTgzMjQtZDBhMS00ZmRlLTliM2ItOTE1MmEzOWRkZTIzXkEyXkFqcGdeQXVyNzY1NDgwNjQ@._V1_QL75_UX190_CR0,3,190,281_.jpg","Animation, Comedy, Family"
3198,The New Adventures of Pippi Longstocking,5.8,1988,G,Ken Annakin,Tami Erin,57.1,100.0,"https://m.media-amazon.com/images/M/MV5BYzJmOTQ2N2ItMDYyMS00NGNhLWI5MGEtOWM2MGUwZDZjNzczXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,3,190,281_.jpg","Adventure, Family, Fantasy"
3199,Fat Albert,4.4,2004,PG,Joel Zwick,Kenan Thompson,39.0,93.0,"https://m.media-amazon.com/images/M/MV5BMTg2MzYxMDI2M15BMl5BanBnXkFtZTYwNTAzNTM3._V1_QL75_UX190_CR0,0,190,281_.jpg","Comedy, Family, Fantasy"
3200,Rock-A-Doodle,6.0,1991,G,Don Bluth,Glen Campbell,57.1,77.0,"https://m.media-amazon.com/images/M/MV5BMTU5Njk5OTAwMl5BMl5BanBnXkFtZTcwNDkwODU2NA@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Animation, Adventure, Comedy"
